scene,row_index,event_id,gt_anchor_ids,gt_points_json,gt_count,gt_mapping_status,gt_mapping_detail
scene1,23,scene1_24,building7,"[{""id"":""building7"",""point"":[36.11,-8.68,63.55]}]",1,valid,
scene1,24,scene1_25,platform1,"[{""id"":""platform1"",""point"":[-6.43,-6.84,53.24]}]",1,valid,
scene1,25,scene1_26,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,26,scene1_27,building1,"[{""id"":""building1"",""point"":[-56.33,-7.77,32.69]}]",1,valid,
scene1,27,scene1_28,forklift2,"[{""id"":""forklift2"",""point"":[-16.27,-9.69,25.0]}]",1,valid,
scene1,28,scene1_29,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,29,scene1_30,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,30,scene1_31,platform1,"[{""id"":""platform1"",""point"":[-6.43,-6.84,53.24]}]",1,valid,
scene1,31,scene1_32,building1,"[{""id"":""building1"",""point"":[-56.33,-7.77,32.69]}]",1,valid,
scene1,32,scene1_33,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,33,scene1_34,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,34,scene1_35,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,35,scene1_36,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,36,scene1_37,building3,"[{""id"":""building3"",""point"":[-29.98,-8.51,92.31]}]",1,valid,
scene1,37,scene1_38,building1,"[{""id"":""building1"",""point"":[-56.33,-7.77,32.69]}]",1,valid,
scene1,38,scene1_39,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,39,scene1_40,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,40,scene1_41,building9,"[{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",1,valid,
scene1,41,scene1_42,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,42,scene1_43,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,43,scene1_44,person3,"[{""id"":""person3"",""point"":[31.54,-6.95,22.96]}]",1,valid,
scene1,44,scene1_45,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,45,scene1_46,person1,"[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]}]",1,valid,
scene1,46,scene1_47,forklift1,"[{""id"":""forklift1"",""point"":[-28.3,-9.69,27.6]}]",1,valid,
scene1,47,scene1_48,person3,"[{""id"":""person3"",""point"":[31.54,-6.95,22.96]}]",1,valid,
scene1,48,scene1_49,forklift2,"[{""id"":""forklift2"",""point"":[-16.27,-9.69,25.0]}]",1,valid,
scene1,49,scene1_50,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,50,scene1_51,helicopter2,"[{""id"":""helicopter2"",""point"":[16.84,-4.63,26.49]}]",1,valid,
scene1,51,scene1_52,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,52,scene1_53,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,53,scene1_54,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,54,scene1_55,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,55,scene1_56,building1,"[{""id"":""building1"",""point"":[-56.33,-7.77,32.69]}]",1,valid,
scene1,56,scene1_57,building6,"[{""id"":""building6"",""point"":[2.61,-7.84,83.67]}]",1,valid,
scene1,57,scene1_58,building9,"[{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",1,valid,
scene1,58,scene1_59,building9,"[{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",1,valid,
scene1,59,scene1_60,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,60,scene1_61,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,61,scene1_62,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,62,scene1_63,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,63,scene1_64,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,64,scene1_65,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,65,scene1_66,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,66,scene1_67,helicopter1,"[{""id"":""helicopter1"",""point"":[8.69,-5.76,44.16]}]",1,valid,
scene1,67,scene1_68,truck2,"[{""id"":""truck2"",""point"":[-16.2,-9.08,42.7]}]",1,valid,
scene1,68,scene1_69,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,69,scene1_70,building4,"[{""id"":""building4"",""point"":[-21.44,-8.25,88.53]}]",1,valid,
scene1,70,scene1_71,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,71,scene1_72,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,72,scene1_73,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,73,scene1_74,building7,"[{""id"":""building7"",""point"":[36.11,-8.68,63.55]}]",1,valid,
scene1,74,scene1_75,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,75,scene1_76,building4,"[{""id"":""building4"",""point"":[-21.44,-8.25,88.53]}]",1,valid,
scene1,76,scene1_77,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,77,scene1_78,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,78,scene1_79,truck2,"[{""id"":""truck2"",""point"":[-16.2,-9.08,42.7]}]",1,valid,
scene1,79,scene1_80,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,80,scene1_81,building3,"[{""id"":""building3"",""point"":[-29.98,-8.51,92.31]}]",1,valid,
scene1,81,scene1_82,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,82,scene1_83,person1,"[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]}]",1,valid,
scene1,83,scene1_84,person2,"[{""id"":""person2"",""point"":[-43.79,-6.71,47.42]}]",1,valid,
scene1,84,scene1_85,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,85,scene1_86,platform1,"[{""id"":""platform1"",""point"":[-6.43,-6.84,53.24]}]",1,valid,
scene1,86,scene1_87,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,87,scene1_88,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,88,scene1_89,building4,"[{""id"":""building4"",""point"":[-21.44,-8.25,88.53]}]",1,valid,
scene1,89,scene1_90,person2,"[{""id"":""person2"",""point"":[-43.79,-6.71,47.42]}]",1,valid,
scene1,90,scene1_91,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,91,scene1_92,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,92,scene1_93,building7,"[{""id"":""building7"",""point"":[36.11,-8.68,63.55]}]",1,valid,
scene1,93,scene1_94,helicopter2,"[{""id"":""helicopter2"",""point"":[16.84,-4.63,26.49]}]",1,valid,
scene1,94,scene1_95,building3,"[{""id"":""building3"",""point"":[-29.98,-8.51,92.31]}]",1,valid,
scene1,95,scene1_96,helicopter2,"[{""id"":""helicopter2"",""point"":[16.84,-4.63,26.49]}]",1,valid,
scene1,96,scene1_97,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,97,scene1_98,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,98,scene1_99,building3,"[{""id"":""building3"",""point"":[-29.98,-8.51,92.31]}]",1,valid,
scene1,99,scene1_100,building4,"[{""id"":""building4"",""point"":[-21.44,-8.25,88.53]}]",1,valid,
scene1,100,scene1_101,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,101,scene1_102,person3,"[{""id"":""person3"",""point"":[31.54,-6.95,22.96]}]",1,valid,
scene1,102,scene1_103,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,103,scene1_104,building5,"[{""id"":""building5"",""point"":[22.13,-8.68,81.33]}]",1,valid,
scene1,104,scene1_105,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,105,scene1_106,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,106,scene1_107,building9,"[{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",1,valid,
scene1,107,scene1_108,building2,"[{""id"":""building2"",""point"":[-48.85,-8.51,56.19]}]",1,valid,
scene1,108,scene1_109,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,109,scene1_110,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,110,scene1_111,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,111,scene1_112,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,112,scene1_113,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,113,scene1_114,building7,"[{""id"":""building7"",""point"":[36.11,-8.68,63.55]}]",1,valid,
scene1,114,scene1_115,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,115,scene1_116,building1,"[{""id"":""building1"",""point"":[-56.33,-7.77,32.69]}]",1,valid,
scene1,116,scene1_117,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,117,scene1_118,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,118,scene1_119,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,119,scene1_120,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,120,scene1_121,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,121,scene1_122,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,122,scene1_123,building10,"[{""id"":""building10"",""point"":[40.955,-9.772,121.33]}]",1,valid,
scene1,123,scene1_124,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,124,scene1_125,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,125,scene1_126,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,126,scene1_127,helicopter2,"[{""id"":""helicopter2"",""point"":[16.84,-4.63,26.49]}]",1,valid,
scene1,127,scene1_128,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,128,scene1_129,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,129,scene1_130,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,130,scene1_131,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,131,scene1_132,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,132,scene1_133,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,133,scene1_134,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,134,scene1_135,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,135,scene1_136,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,136,scene1_137,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,137,scene1_138,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,138,scene1_139,building1,"[{""id"":""building1"",""point"":[-56.33,-7.77,32.69]}]",1,valid,
scene1,139,scene1_140,building6,"[{""id"":""building6"",""point"":[2.61,-7.84,83.67]}]",1,valid,
scene1,140,scene1_141,building8,"[{""id"":""building8"",""point"":[47.72,-9.45,62.18]}]",1,valid,
scene1,141,scene1_142,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,142,scene1_143,helicopter2,"[{""id"":""helicopter2"",""point"":[16.84,-4.63,26.49]}]",1,valid,
scene1,143,scene1_144,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,144,scene1_145,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,145,scene1_146,truck1,"[{""id"":""truck1"",""point"":[-36.16,-9.08,50.4]}]",1,valid,
scene1,146,scene1_147,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,147,scene1_148,truck1,"[{""id"":""truck1"",""point"":[-36.16,-9.08,50.4]}]",1,valid,
scene1,148,scene1_149,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,149,scene1_150,building2,"[{""id"":""building2"",""point"":[-48.85,-8.51,56.19]}]",1,valid,
scene1,150,scene1_151,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,151,scene1_152,truck1,"[{""id"":""truck1"",""point"":[-36.16,-9.08,50.4]}]",1,valid,
scene1,152,scene1_153,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,153,scene1_154,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,154,scene1_155,person1,"[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]}]",1,valid,
scene1,155,scene1_156,building2,"[{""id"":""building2"",""point"":[-48.85,-8.51,56.19]}]",1,valid,
scene1,156,scene1_157,forklift2,"[{""id"":""forklift2"",""point"":[-16.27,-9.69,25.0]}]",1,valid,
scene1,157,scene1_158,person1,"[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]}]",1,valid,
scene1,158,scene1_159,forklift2,"[{""id"":""forklift2"",""point"":[-16.27,-9.69,25.0]}]",1,valid,
scene1,159,scene1_160,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,160,scene1_161,truck2,"[{""id"":""truck2"",""point"":[-16.2,-9.08,42.7]}]",1,valid,
scene1,161,scene1_162,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,162,scene1_163,helicopter2,"[{""id"":""helicopter2"",""point"":[16.84,-4.63,26.49]}]",1,valid,
scene1,163,scene1_164,building8,"[{""id"":""building8"",""point"":[47.72,-9.45,62.18]}]",1,valid,
scene1,164,scene1_165,person1,"[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]}]",1,valid,
scene1,165,scene1_166,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,166,scene1_167,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,167,scene1_168,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,168,scene1_169,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,169,scene1_170,building7,"[{""id"":""building7"",""point"":[36.11,-8.68,63.55]}]",1,valid,
scene1,170,scene1_171,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,171,scene1_172,person2,"[{""id"":""person2"",""point"":[-43.79,-6.71,47.42]}]",1,valid,
scene1,172,scene1_173,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,173,scene1_174,building7,"[{""id"":""building7"",""point"":[36.11,-8.68,63.55]}]",1,valid,
scene1,174,scene1_175,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,175,scene1_176,helicopter2,"[{""id"":""helicopter2"",""point"":[16.84,-4.63,26.49]}]",1,valid,
scene1,176,scene1_177,building8,"[{""id"":""building8"",""point"":[47.72,-9.45,62.18]}]",1,valid,
scene1,177,scene1_178,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,178,scene1_179,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,179,scene1_180,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,180,scene1_181,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,181,scene1_182,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,182,scene1_183,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,183,scene1_184,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,184,scene1_185,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,185,scene1_186,building8,"[{""id"":""building8"",""point"":[47.72,-9.45,62.18]}]",1,valid,
scene1,186,scene1_187,building8,"[{""id"":""building8"",""point"":[47.72,-9.45,62.18]}]",1,valid,
scene1,187,scene1_188,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,188,scene1_189,building2,"[{""id"":""building2"",""point"":[-48.85,-8.51,56.19]}]",1,valid,
scene1,189,scene1_190,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,190,scene1_191,building7,"[{""id"":""building7"",""point"":[36.11,-8.68,63.55]}]",1,valid,
scene1,191,scene1_192,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,192,scene1_193,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,193,scene1_194,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,194,scene1_195,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,195,scene1_196,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,196,scene1_197,building3,"[{""id"":""building3"",""point"":[-29.98,-8.51,92.31]}]",1,valid,
scene1,197,scene1_198,building5,"[{""id"":""building5"",""point"":[22.13,-8.68,81.33]}]",1,valid,
scene1,198,scene1_199,truck2,"[{""id"":""truck2"",""point"":[-16.2,-9.08,42.7]}]",1,valid,
scene1,199,scene1_200,forklift2,"[{""id"":""forklift2"",""point"":[-16.27,-9.69,25.0]}]",1,valid,
scene1,200,scene1_201,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,201,scene1_202,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,202,scene1_203,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,203,scene1_204,building9,"[{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",1,valid,
scene1,204,scene1_205,building9,"[{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",1,valid,
scene1,205,scene1_206,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,206,scene1_207,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,207,scene1_208,building3,"[{""id"":""building3"",""point"":[-29.98,-8.51,92.31]}]",1,valid,
scene1,208,scene1_209,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,209,scene1_210,forklift1,"[{""id"":""forklift1"",""point"":[-28.3,-9.69,27.6]}]",1,valid,
scene1,210,scene1_211,truck2,"[{""id"":""truck2"",""point"":[-16.2,-9.08,42.7]}]",1,valid,
scene1,211,scene1_212,truck1,"[{""id"":""truck1"",""point"":[-36.16,-9.08,50.4]}]",1,valid,
scene1,212,scene1_213,building6,"[{""id"":""building6"",""point"":[2.61,-7.84,83.67]}]",1,valid,
scene1,213,scene1_214,forklift1,"[{""id"":""forklift1"",""point"":[-28.3,-9.69,27.6]}]",1,valid,
scene1,214,scene1_215,building9,"[{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",1,valid,
scene1,215,scene1_216,building9,"[{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",1,valid,
scene1,216,scene1_217,forklift2,"[{""id"":""forklift2"",""point"":[-16.27,-9.69,25.0]}]",1,valid,
scene1,217,scene1_218,building5,"[{""id"":""building5"",""point"":[22.13,-8.68,81.33]}]",1,valid,
scene1,218,scene1_219,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,219,scene1_220,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,220,scene1_221,building8,"[{""id"":""building8"",""point"":[47.72,-9.45,62.18]}]",1,valid,
scene1,221,scene1_222,truck1,"[{""id"":""truck1"",""point"":[-36.16,-9.08,50.4]}]",1,valid,
scene1,222,scene1_223,building1,"[{""id"":""building1"",""point"":[-56.33,-7.77,32.69]}]",1,valid,
scene1,223,scene1_224,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,224,scene1_225,cargo1,"[{""id"":""cargo1"",""point"":[-2.8,-5.2,54.5]}]",1,valid,
scene1,225,scene1_226,cargo2,"[{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",1,valid,
scene1,226,scene1_227,"person2,building9","[{""id"":""person2"",""point"":[-43.79,-6.71,47.42]},{""id"":""building9"",""point"":[75.48,-8.54,29.35]}]",2,valid,
scene1,227,scene1_228,"person1,person2,building8","[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]},{""id"":""person2"",""point"":[-43.79,-6.71,47.42]},{""id"":""building8"",""point"":[47.72,-9.45,62.18]}]",3,valid,
scene1,228,scene1_229,"person1,person2,building8","[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]},{""id"":""person2"",""point"":[-43.79,-6.71,47.42]},{""id"":""building8"",""point"":[47.72,-9.45,62.18]}]",3,valid,
scene1,229,scene1_230,"person1,cargo2","[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]},{""id"":""cargo2"",""point"":[31.5,-7.75,32.96]}]",2,valid,
scene1,230,scene1_231,"person2,person1,forklift2","[{""id"":""person2"",""point"":[-43.79,-6.71,47.42]},{""id"":""person1"",""point"":[-45.12,-6.95,37.04]},{""id"":""forklift2"",""point"":[-16.27,-9.69,25.0]}]",3,valid,
scene1,231,scene1_232,"person1,person2,building7","[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]},{""id"":""person2"",""point"":[-43.79,-6.71,47.42]},{""id"":""building7"",""point"":[36.11,-8.68,63.55]}]",3,valid,
scene1,232,scene1_233,"person1,building3","[{""id"":""person1"",""point"":[-45.12,-6.95,37.04]},{""id"":""building3"",""point"":[-29.98,-8.51,92.31]}]",2,valid,
scene1,233,scene1_234,"person2,person1,forklift2","[{""id"":""person2"",""point"":[-43.79,-6.71,47.42]},{""id"":""person1"",""point"":[-45.12,-6.95,37.04]},{""id"":""forklift2"",""point"":[-16.27,-9.69,25.0]}]",3,valid,
